Num,Current_J0,Temperature_T0,Current_J1,Temperature_J1,Current_J2,Temperature_J2,Current_J3,Temperature_J3,Current_J4,Temperature_J4,Current_J5,Temperature_J5,Speed_J0,Speed_J1,Speed_J2,Speed_J3,Speed_J4,Speed_J5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
-1.7271416,1.2817699,-2.546022,0.528039,-2.5514,1.0657203,-2.6048565,-0.34373903,-2.749528,-0.21612878,-2.7988827,-0.745186,-2.6540082,0.0059692226,-0.134103,3.5513813,-1.597782,0.021063121,2.0377986,-0.38947433,-1.7397395,-0.19819734,0
-1.7266741,-0.42556018,-2.546022,-1.0952919,-2.5514,0.243308,-2.5859842,0.4051898,-2.749528,-0.1444375,-2.7988827,1.61502,-2.6709929,-1.6109228,-0.6118723,-0.050166823,0.6581953,1.6900649,0.03856097,-0.20538583,-1.7397395,-0.19819734,0
-1.7262065,-1.0120294,-2.546022,0.7168477,-2.5514,-0.88911825,-2.5859842,0.9834116,-2.749528,0.47919217,-2.781887,0.3309397,-2.6709929,0.67545825,2.9492023,-3.4664626,1.1053655,0.021063121,-1.5650674,-0.34102383,-1.7397395,-0.19819734,0
-1.7257389,4.425852e-05,-2.546022,0.342715,-2.5321522,-0.61449534,-2.6048565,0.28292194,-2.7298872,0.18285884,-2.781887,0.2362386,-2.6540082,-0.011226732,-0.001238264,-0.005560915,0.012806666,0.021063121,-0.009174903,-0.33458745,-1.7397395,-0.19819734,0
-1.7252713,0.41870454,-2.546022,0.67767674,-2.5514,0.76952004,-2.5859842,-0.45550245,-2.7298872,-0.1949644,-2.781887,1.4219623,-2.6540082,1.2101265,-0.7486868,0.03747189,-1.1030544,0.43774554,0.656293,-0.28613693,-1.7397395,-0.19819734,0
-1.7248038,-0.049818512,-2.546022,0.7780182,-2.5514,0.669232,-2.5859842,-0.1761496,-2.749528,-0.16150536,-2.781887,-0.16693993,-2.6540082,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.008990818,-0.27751678,-1.7397395,-0.19819734,0
-1.7243363,-0.009639827,-2.546022,0.86332273,-2.5321522,0.7082034,-2.6048565,-0.09195401,-2.7298872,-0.23771603,-2.7648914,0.18843713,-2.6540082,-0.011226732,0.034433275,-0.0051975055,0.008582455,0.021063121,-0.009174903,0.80454814,-1.7397395,-0.19819734,0
-1.7238687,-0.032150213,-2.546022,-2.8023708,-2.5321522,-3.8983738,-2.5859842,-1.0079287,-2.7298872,0.049334243,-2.781887,-1.0973172,-2.6540082,-1.9932678,-0.151528,-0.08923086,2.6898046,-0.8953997,-2.2644062,-0.2925733,-1.7397395,-0.19819734,0
-1.7234012,0.7409453,-2.546022,-0.7430961,-2.5321522,0.4937358,-2.5859842,0.052070685,-2.7298872,1.4271379,-2.781887,-0.112952456,-2.6540082,-0.004424941,0.14312223,3.5290601,-1.477958,0.023005307,2.109597,-0.3248739,-1.7397395,-0.19819734,0
-1.7229337,-0.15532099,-2.5233924,-0.8280042,-2.5321522,-1.2102091,-2.5859842,0.9180801,-2.7298872,0.43371126,-2.7648914,1.6994404,-2.6540082,-0.15872695,0.19079766,0.0053322986,0.24663253,1.1349477,-0.35713327,-0.33349556,-1.7397395,5.045477,0
-1.7224661,-0.1362196,-2.546022,0.4694356,-2.5321522,-0.32873628,-2.5859842,0.0435985,-2.7298872,0.0357425,-2.7648914,1.1080822,-2.6540082,-0.011226732,-0.001238264,-0.005134072,0.012806666,0.021063121,-0.009174903,-0.3248739,-1.7397395,5.045477,0
-1.7219986,-0.10044189,-2.546022,0.3015798,-2.5321522,-0.25235134,-2.5859842,0.03583534,-2.7298872,-0.028247366,-2.781887,0.8524225,-2.6540082,-0.011226732,-0.0012382632,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.16337094,-1.7397395,5.045477,0
-1.7215309,-0.10177989,-2.546022,0.24414365,-2.5321522,-0.22219093,-2.5859842,0.06749768,-2.7298872,-0.00068875303,-2.781887,0.57902664,-2.6370232,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.30981663,-1.7397395,5.045477,0
-1.7210634,-0.10133788,-2.5233924,0.25250593,-2.5321522,-0.22444145,-2.5859842,0.06172164,-2.7298872,-0.021668587,-2.7648914,0.7264866,-2.6370232,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.23659378,-1.7397395,5.045477,0
-1.7205958,-0.11956227,-2.5233924,0.26626155,-2.5321522,-0.22034575,-2.5859842,0.06910476,-2.7298872,-0.00033216257,-2.7648914,0.47433537,-2.6370232,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.27860868,-1.7397395,-0.19819734,0
-1.7201283,-0.10253676,-2.5233924,0.26425207,-2.5321522,-0.24065602,-2.5859842,0.055820238,-2.7102466,-0.030630048,-2.7648914,0.48479056,-2.6370232,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.3248739,-1.7397395,-0.19819734,0
-1.7196608,-0.10082866,-2.5233924,0.2619316,-2.5129042,-0.21392348,-2.5859842,0.05016274,-2.7102466,-0.047931287,-2.7648914,0.7563945,-2.6370232,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.34102383,-1.7397395,-0.19819734,0
-1.7191932,-0.10658057,-2.5233924,0.27224854,-2.5321522,-0.22204278,-2.5859842,0.061422057,-2.7102466,-0.010966955,-2.7478957,0.57681084,-2.6370232,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.31734487,-1.7397395,-0.19819734,0
-1.7187257,-0.11399922,-2.5233924,0.2788727,-2.5129042,-0.22070536,-2.5859842,0.08266526,-2.7102466,0.010647534,-2.7648914,0.56563187,-2.6370232,-0.011226732,-0.001238264,-0.0051975055,0.012814532,0.021063121,-0.009174903,-0.2925733,-1.7397395,-0.19819734,0
-1.7182581,-0.108218074,-2.5233924,0.2756336,-2.5129042,-0.21822987,-2.5859842,0.1563601,-2.7298872,0.032679148,-2.7648914,0.6273462,-2.6370232,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.29366672,-1.7397395,-0.19819734,0
-1.7177905,-0.054857444,-2.5233924,0.45833465,-2.5129042,-0.33488923,-2.567112,0.11764282,-2.7102466,0.16514012,-2.7478957,0.3548835,-2.6200383,-0.011226732,0.027865542,-0.0051975055,0.016509188,0.019374903,-0.0107638,-0.34102383,-1.7397395,5.045477,0
-1.717323,-0.01858764,-2.5233924,0.5849683,-2.5321522,-0.43788904,-2.567112,0.19295123,-2.7102466,0.12505177,-2.7478957,1.2544043,-2.6200383,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.26889512,-1.7397395,5.045477,0
-1.7168554,-0.041994452,-2.5233924,0.42822775,-2.5129042,-0.41972667,-2.567112,0.17780982,-2.7102466,0.14560953,-2.7478957,0.9118138,-2.6200383,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.22797212,-1.7397395,5.045477,0
-1.7163879,-0.024518326,-2.5233924,0.36364496,-2.5129042,-0.3898131,-2.567112,0.18499279,-2.7102466,0.09777128,-2.7478957,0.6963189,-2.6200383,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.27533075,-1.7397395,-0.19819734,0
-1.7159203,0.19893232,-2.5233924,0.820688,-2.5129042,0.44617954,-2.567112,-0.48272762,-2.7102466,0.21976435,-2.7478957,-1.573959,-2.6200383,0.2680913,0.012889672,-0.004510305,-0.2564572,-0.4255072,0.16712108,-0.25274447,-1.7397395,-0.19819734,0
-1.7154528,-0.088178694,-2.5233924,1.0212989,-2.5129042,0.631684,-2.5482395,-0.4580781,-2.7102466,-0.21430923,-2.7478957,-2.0834649,-2.6200383,0.8209133,-0.07569398,-0.0060027167,-0.5739403,-1.2008932,0.14918678,-0.33349556,-1.7397395,-0.19819734,0
-1.7149853,-0.13401029,-2.5233924,-0.4319089,-2.5321522,0.54206425,-2.5482395,-0.35020906,-2.7102466,-0.07931376,-2.7478957,-0.6056889,-2.6200383,-0.011595903,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.25165105,-1.7397395,-0.19819734,0
-1.7145177,-0.19000988,-2.5233924,0.018801635,-2.5129042,0.5321342,-2.5482395,0.55875725,-2.7102466,0.18384102,-2.7309003,1.2784325,-2.6200383,-1.2692995,0.024524877,-0.017479945,0.47325143,0.18594086,0.03561499,-0.33349556,-1.7397395,-0.19819734,0
-1.71405,-0.18222141,-2.5233924,-0.41564456,-2.5129042,0.3643564,-2.5482395,0.32056388,-2.7102466,0.10119786,-2.7478957,0.6508129,-2.6200383,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.34211722,-1.7397395,-0.19819734,0
-1.7135825,-0.07747874,-2.5233924,-0.13459766,-2.5129042,0.19093642,-2.5482395,0.2771164,-2.7102466,0.10848342,-2.7309003,0.19568977,-2.6200383,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.2441228,-1.7273228,-0.19819734,0
-1.713115,0.20545995,-2.5007627,0.40928864,-2.5129042,-0.35107017,-2.5482395,-0.41538358,-2.7102466,-0.13892971,-2.7478957,-1.4266485,-2.6200383,0.8299353,-0.0048204074,-0.0051975055,-0.15372491,-0.05788885,-0.23663203,-0.31734487,-1.7273228,-0.19819734,0
-1.7126474,-0.38704565,-2.5233924,-1.0719672,-2.5129042,0.1978293,-2.5482395,0.81212837,-2.7102466,-0.28060716,-2.7309003,2.0053065,-2.6030536,-2.62511,-1.3530246,-0.07093733,1.217972,2.9470656,0.008781534,-0.23659378,-1.7273228,-0.19819734,0
-1.7121799,-0.6838157,-2.5233924,0.7889054,-2.5129042,-0.6934187,-2.5482395,1.217149,-2.690606,0.28759757,-2.7309003,0.23004125,-2.6030536,0.6697787,2.7488081,-3.454533,1.0529315,0.021063121,-1.5821089,-0.41315326,-1.7273228,-0.19819734,0
-1.7117124,0.4418882,-2.5007627,-0.53102,-2.5129042,0.7620582,-2.5482395,-0.513662,-2.7102466,-0.3441453,-2.7309003,1.320302,-2.6030536,-0.09616724,-0.73524654,0.03594951,-1.4909754,0.72627264,1.7573622,-0.33349556,-1.7273228,-0.19819734,1
-1.7112448,0.54092944,-2.5233924,0.81739306,-2.5129042,0.8694168,-2.5482395,-0.50087893,-2.690606,-0.23213193,-2.7309003,1.3301319,-2.6030536,0.46404442,-0.32229364,0.017671628,-0.38693896,0.17661554,0.23560975,-0.32705995,-1.7273228,-0.19819734,1
-1.7107773,0.1908353,-2.5233924,0.9128096,-2.5129042,0.6165251,-2.5482395,-0.06138849,-2.690606,0.036782622,-2.7309003,0.53658783,-2.6030536,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,0.98220026,-1.7273228,-0.19819734,0
-1.7103097,0.1299408,-2.5233924,0.7366359,-2.4936562,0.67416257,-2.5482395,-0.094165355,-2.690606,0.0059967064,-2.7309003,0.49858314,-2.6030536,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.31734487,-1.7273228,-0.19819734,0
-1.7098421,0.13187318,-2.5007627,0.6293828,-2.4936562,0.676472,-2.5482395,-0.080247395,-2.690606,-0.027897378,-2.7309003,0.357418,-2.6030536,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.38085267,-1.7273228,-0.19819734,0
-1.7093745,0.12511107,-2.5007627,0.56221163,-2.4936562,0.60341334,-2.5482395,0.041410998,-2.690606,-0.011589597,-2.7139046,0.23951688,-2.6030536,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.30981663,-1.7273228,-0.19819734,0
-1.708907,0.012260369,-2.5007627,-0.11290007,-2.4936562,-0.07081479,-2.5293672,0.37020257,-2.690606,-0.02147842,-2.7139046,0.03177645,-2.6030536,-0.07997984,-0.001238264,-0.0069337864,0.0743726,0.021063121,-0.04936581,-0.3022876,-1.7273228,-0.19819734,0
-1.7084395,-0.41590276,-2.5007627,-0.4493996,-2.4936562,-1.0675348,-2.5293672,0.99629754,-2.690606,0.28653288,-2.7139046,-1.3025898,-2.5860686,-0.9311641,0.24159133,-0.056859974,1.8236481,-0.6600177,-1.6385906,-0.26998702,-1.7273228,-0.19819734,0
-1.7079719,-0.19320926,-2.5007627,0.5880001,-2.5129042,-0.86085224,-2.5482395,0.5595256,-2.690606,0.29459944,-2.7139046,-1.1142633,-2.5860686,0.42207903,0.014025306,-0.009227627,0.5563371,-0.12768237,-0.8471259,-0.3582679,-1.7273228,-0.19819734,0
-1.7075044,1.2458189,-2.5007627,1.4360735,-2.4936562,1.3225441,-2.5482395,-0.02333879,-2.6709654,-0.5702742,-2.7139046,-1.6354996,-2.5860686,0.30381405,-0.45062637,-0.038564764,-0.627596,-0.8130917,0.4117719,-0.3324014,-1.7273228,-0.19819734,0
-1.7070369,-0.30173463,-2.5007627,0.03871048,-2.4936562,-0.18518999,-2.5293672,0.5976715,-2.6709654,-0.50687265,-2.7139046,1.7984238,-2.5860686,-1.2750435,-0.8969608,-0.0523557,1.2158699,2.0781403,-0.6764191,-0.34211722,-1.7273228,-0.19819734,0
-1.7065693,-0.2976484,-2.5007627,0.33280167,-2.5129042,-0.707121,-2.5482395,0.39315492,-2.690606,0.20573688,-2.7139046,0.29275715,-2.5860686,-0.011226732,-0.19991295,0.004535962,0.0132957,0.021063121,-0.0115861,-0.35935977,-1.7273228,-0.19819734,0
-1.7061017,0.30288845,-2.5007627,-0.2658046,-2.4936562,1.5608779,-2.5482395,-0.826794,-2.6709654,-0.18497406,-2.7139046,1.6538578,-2.5860686,-1.278199,-1.190117,0.07602755,-2.7263448,1.2389824,3.594368,-0.3571745,-1.7273228,-0.19819734,0
-1.7056341,-0.052981813,-2.5007627,0.7548434,-2.4936562,0.6219736,-2.5293672,-0.07491923,-2.6709654,-0.15861349,-2.7139046,0.7648652,-2.5860686,-0.011226732,-0.004618268,-0.005296206,0.012806666,0.021063296,-0.009101473,-0.28504506,-1.7273228,-0.19819734,0
-1.7051666,-0.05488558,-2.5007627,0.8716488,-2.4936562,0.72882384,-2.5482395,-0.1201144,-2.6709654,-0.12155432,-2.7139046,-0.0047154245,-2.5860686,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,0.7485686,-1.7273228,-0.19819734,1
-1.704699,-0.015283006,-2.5007627,0.7721223,-2.4936562,0.7051519,-2.5293672,-0.12979627,-2.6709654,-0.10845892,-2.7139046,-0.02885483,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.37223178,-1.7273228,-0.19819734,1
-1.7042315,-0.02829025,-2.5007627,0.7303418,-2.4936562,0.65725154,-2.5293672,-0.108371556,-2.6709654,-0.08960374,-2.7139046,0.07709974,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.26889512,-1.7273228,-0.19819734,1
-1.703764,-0.049090557,-2.5007627,0.6962177,-2.4744081,0.6660013,-2.5293672,-0.12534474,-2.6709654,-0.104737945,-2.7139046,0.05623406,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.41315252,-1.7273228,-0.19819734,1
-1.7032964,-0.050461885,-2.4781332,0.6626103,-2.4744081,0.6428537,-2.5293672,-0.13517988,-2.6709654,-0.113129206,-2.696909,0.2774625,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.28504506,-1.7273228,-0.19819734,1
-1.7028289,-0.046191335,-2.5007627,0.6859209,-2.4744081,0.64221036,-2.5293672,-0.07220549,-2.6709654,-0.10527096,-2.696909,0.13086784,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.36579615,-1.7273228,-0.19819734,1
-1.7023612,-0.043102458,-2.5007627,0.6680059,-2.4744081,0.6059095,-2.5293672,-0.08495289,-2.6709654,-0.07950026,-2.696909,-0.0027475131,-2.5860686,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.3582679,-1.7273228,-0.19819734,1
-1.7018937,-0.02871669,-2.4781332,0.662833,-2.4744081,0.57053035,-2.5293672,-0.10613972,-2.6709654,-0.0578801,-2.696909,-0.053855684,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.14940706,-1.7273228,-0.19819734,1
-1.7014261,-0.0038355826,-2.5007627,0.6750156,-2.4744081,0.5855189,-2.5293672,-0.104955845,-2.6513247,-0.029749699,-2.696909,-0.009156504,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.2215365,-1.7273228,-0.19819734,1
-1.7009586,-0.011561535,-2.4781332,0.6957107,-2.4744081,0.58663464,-2.5293672,-0.090367876,-2.6513247,-0.066841766,-2.696909,0.18644673,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.30119497,-1.7273228,-0.19819734,1
-1.7004911,-0.025307782,-2.4781332,0.6976813,-2.4744081,0.5887488,-2.5293672,-0.1050657,-2.6513247,-0.07929227,-2.696909,0.14594106,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.38838243,-1.7273228,-0.19819734,1
-1.7000235,-0.008306573,-2.4781332,0.6835729,-2.4744081,0.5798565,-2.5104947,-0.11938917,-2.6513247,-0.046472833,-2.696909,0.30794525,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.36579615,-1.7273228,-0.19819734,1
-1.699556,-0.047912013,-2.4781332,0.65343213,-2.4744081,0.58048666,-2.5293672,-0.11837651,-2.6513247,-0.0572954,-2.696909,0.07470664,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.31734487,-1.7273228,-0.19819734,1
-1.6990885,-0.01611597,-2.4781332,0.6784844,-2.4744081,0.5729965,-2.5293672,-0.07604696,-2.6513247,-0.05709534,-2.6799133,0.33066958,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.38194606,-1.7273228,-0.19819734,1
-1.6986208,0.017881552,-2.4781332,0.70284516,-2.4744081,0.5645058,-2.5293672,-0.05951342,-2.6513247,-0.088055484,-2.696909,0.20297542,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.3883817,-1.7273228,-0.19819734,1
-1.6981533,-0.011329781,-2.4781332,0.7091774,-2.4744081,0.5861709,-2.5104947,-0.10052516,-2.6513247,-0.102930516,-2.696909,0.17919877,-2.569084,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.23550114,-1.7273228,-0.19819734,1
-1.6976857,-0.26585826,-2.4781332,-0.775505,-2.4551601,-0.65867627,-2.5104947,0.95964223,-2.6513247,0.21787338,-2.6799133,-1.146171,-2.569084,-2.322412,0.090561815,-0.069045626,1.7913316,-0.48335013,-0.96037763,-0.26889512,-1.7273228,-0.19819734,1
-1.6972182,0.2783609,-2.4781332,0.07052989,-2.4551601,0.764479,-2.5104947,-0.17957908,-2.6316843,0.27086022,-2.6799133,-0.99514395,-2.569084,-0.012204061,0.13664147,3.4844637,-1.5690536,0.017069925,1.9993552,-0.39700258,-1.7273228,-0.19819734,1
-1.6967506,0.081922404,-2.4781332,0.8131294,-2.4551601,0.6101782,-2.5104947,-0.41953284,-2.6513247,-0.13192256,-2.696909,-1.834238,-2.552099,0.7652157,-0.17848606,-0.0049932664,-0.9236678,-1.8333459,0.60019636,-0.2925733,-1.7273228,-0.19819734,1
-1.6962831,-0.15174218,-2.4781332,0.12381663,-2.4744081,0.5996194,-2.5104947,-0.2716412,-2.6513247,-0.19747809,-2.6799133,-1.4463402,-2.552099,-0.013738102,-0.012657052,-0.0052805017,0.01109058,-0.056860704,-0.007684226,2.4863572,-1.7273228,-0.19819734,0
-1.6958156,-0.14474759,-2.4781332,-0.546573,-2.4551601,0.87559104,-2.5104947,0.55867195,-2.6513247,0.10401855,-2.6799133,1.0413538,-2.552099,-1.6625552,0.015399269,-0.015090602,0.3745615,0.26091394,0.34427792,-0.26998702,-1.7273228,-0.19819734,0
-1.695348,-0.16360356,-2.4781332,-0.6199985,-2.4744081,0.47736585,-2.4916224,0.16336863,-2.6316843,0.10724017,-2.6799133,0.86057705,-2.552099,-0.016990649,-0.001238264,-0.005970155,0.012904164,0.023800988,-0.0065585882,-0.2140075,-1.7273228,-0.19819734,0
-1.6948805,-0.070750505,-2.4781332,-0.022201294,-2.4551601,0.36373666,-2.5104947,0.27840513,-2.6316843,0.10393983,-2.6629179,0.38669643,-2.552099,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.42177492,-1.7273228,-0.19819734,0
-1.6944128,-0.030834757,-2.4781332,0.08028562,-2.4551601,0.2823556,-2.5104947,0.12710185,-2.6513247,-0.05449084,-2.6799133,0.2801776,-2.552099,-0.011226732,-0.002286833,-0.0051975055,0.012610169,0.021063121,-0.0092164995,-0.30981737,-1.7273228,-0.19819734,0
-1.6939453,-0.027157981,-2.4781332,0.065190464,-2.4551601,0.22772941,-2.5104947,0.070712194,-2.6316843,-0.07598212,-2.6629179,0.39353943,-2.552099,-0.011226732,-0.001238264,-0.0051975055,0.012693465,0.021063121,-0.009174903,-0.29148144,-1.7273228,-0.19819734,0
-1.6934777,-0.021183148,-2.4781332,0.078768246,-2.4551601,0.17838289,-2.5104947,0.061597086,-2.6316843,-0.01990085,-2.6629179,0.3175036,-2.5351143,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.23550038,-1.7273228,-0.19819734,0
-1.6930102,8.2453e-05,-2.4781332,0.07394593,-2.4551601,0.1642539,-2.5104947,0.0572112,-2.6316843,0.0114947,-2.6799133,0.33509776,-2.5351143,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.3248739,-1.7273228,-0.19819734,0
-1.6925427,-0.20063621,-2.4555035,-0.54090977,-2.4551601,0.49708453,-2.5104947,0.32615852,-2.6316843,0.06507548,-2.6629179,0.6146541,-2.552099,-0.012015706,-0.001238264,-0.0051975055,0.013317013,0.021063121,-0.008482812,-0.2925733,-1.7273228,-0.19819734,0
-1.6920751,-0.06645219,-2.4781332,-0.10810248,-2.4551601,0.3423359,-2.5104947,0.32491705,-2.6120436,0.0700775,-2.6629179,0.48820415,-2.552099,-0.011226732,-0.001238264,-0.0051975055,0.012806666,0.021063121,-0.009174903,-0.29366747,-1.7149062,-0.19819734,0
-1.6916076,0.5492159,-2.4555035,0.9940155,-2.4551601,-0.73201424,-2.5104947,-0.8029995,-2.6316843,-0.1979875,-2.6629179,-1.3253334,-2.5351143,4.9043174,-0.19515613,0.016893502,-1.4813468,-0.6546852,-0.5172512,-0.2925733,-1.7149062,-0.19819734,0
-1.69114,0.40114963,-2.4555035,-0.3295173,-2.4551601,0.053866725,-2.5104947,-0.090583995,-2.6316843,-0.7743334,-2.6629179,-0.70850265,-2.5351143,-0.019199539,-0.0336321,-0.0054658474,0.0033932473,0.021063035,-0.019398505,1.0306507,-1.7149062,-0.19819734,0
-1.6906724,-4.806304,-2.4781332,-1.2743225,-2.4551601,-1.6025285,-2.5104947,0.9365491,-2.6120436,1.6504992,-2.6629179,-0.27247787,-2.5351143,0.04459584,-2.243342,-0.6478466,0.17215186,0.07810295,-0.34613886,-0.3571745,-1.7149062,-0.19819734,0
-1.6902049,-1.141408,-2.4555035,-3.1405983,-2.4551601,-0.9529018,-2.5104947,-1.5197268,-2.6120436,2.6512094,-2.6629179,0.9581337,-2.5351143,-0.32928932,0.3489223,0.072229326,-0.65534216,0.31193158,0.7693231,-0.22044386,-1.7149062,-0.19819734,0
-1.6897373,0.0917145,-2.4555035,-0.33543786,-2.4551601,-0.45596206,-2.4916224,-2.3997061,-2.6120436,0.43887392,-2.6629179,1.7119462,-2.5351143,1.0358357,-1.5009667,0.07594045,-1.248704,0.6497553,1.1001475,-0.30981663,-1.7149062,-0.19819734,0
